,age,balance,contact,day,month,duration,campaign,pdays,previous,deposit,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,default_yes,housing_yes,loan_yes,poutcome_other,poutcome_success,poutcome_unknown
4269,24,414,cellular,18,may,493,1,370,1,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
4270,45,406,cellular,7,sep,314,1,-1,0,yes,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
4271,42,0,cellular,9,apr,331,1,140,4,yes,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4272,30,655,cellular,6,oct,384,2,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
4273,60,514,cellular,16,mar,263,1,124,9,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4274,40,11766,cellular,13,apr,218,2,242,9,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
4275,25,0,cellular,15,jul,1424,4,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4276,48,2892,cellular,7,jul,407,1,385,1,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4277,28,762,cellular,18,sep,115,3,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4278,55,2037,cellular,2,nov,209,2,273,1,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4279,47,255,cellular,30,jul,802,4,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
4280,32,1536,cellular,7,aug,289,2,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4281,55,0,cellular,18,aug,237,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4282,27,2,cellular,6,may,554,2,356,1,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
4283,42,1435,cellular,7,may,1148,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
4284,47,1219,cellular,18,aug,697,4,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4285,36,2971,cellular,12,nov,247,1,97,8,yes,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4286,64,440,cellular,6,feb,495,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4287,34,3301,cellular,17,sep,164,5,92,6,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
4288,72,2321,cellular,14,sep,221,2,64,12,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4289,27,213,cellular,27,mar,378,1,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4290,54,0,cellular,18,mar,362,1,290,3,yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4291,19,108,cellular,10,aug,168,1,182,2,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4292,33,920,cellular,30,apr,344,1,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4293,36,1031,cellular,17,jun,282,4,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4294,26,294,cellular,5,mar,87,1,91,2,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4295,42,527,cellular,22,oct,181,1,185,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4296,24,1030,cellular,4,mar,396,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4297,28,2503,cellular,25,may,426,1,-1,0,yes,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4298,58,1547,telephone,5,aug,1186,4,-1,0,yes,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
4299,59,1,cellular,29,apr,210,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
4300,46,1167,cellular,21,nov,1540,2,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
4301,49,523,cellular,3,mar,152,2,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
4302,45,-207,cellular,15,jul,878,2,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4303,32,3283,cellular,12,aug,623,2,191,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4304,46,1147,cellular,20,apr,720,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4305,29,1170,cellular,20,apr,453,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4306,30,4642,cellular,21,nov,528,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
4307,31,2666,cellular,10,nov,318,2,97,6,yes,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4308,31,792,cellular,20,aug,763,14,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4309,33,127,unknown,29,may,1059,2,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
4310,49,0,cellular,28,jul,412,2,-1,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4311,30,0,cellular,1,jun,318,1,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4312,29,121,unknown,30,may,1500,2,-1,0,yes,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
4313,44,618,cellular,12,may,193,1,-1,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4314,34,2495,unknown,23,may,924,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4315,62,569,cellular,4,feb,94,5,184,1,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4316,58,473,cellular,18,feb,1109,1,262,1,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4317,60,474,cellular,31,aug,415,5,186,3,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4318,62,0,cellular,13,nov,227,2,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4319,53,1796,telephone,15,dec,476,1,193,1,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4320,32,520,cellular,3,feb,443,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4321,39,118,cellular,3,feb,906,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4322,58,3342,cellular,5,feb,344,5,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4323,38,3239,unknown,5,jun,817,2,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4324,56,23,cellular,20,nov,857,3,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4325,52,40,cellular,19,nov,1265,3,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4326,45,226,cellular,13,aug,177,6,179,10,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
4327,28,939,unknown,27,may,740,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
4328,29,-20,cellular,21,jul,574,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
4329,29,940,cellular,15,may,382,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
4330,60,5,cellular,29,jan,533,1,92,1,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4331,31,0,cellular,11,aug,720,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4332,31,447,cellular,4,jun,327,3,77,3,yes,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4333,57,126,telephone,4,jun,166,2,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4334,25,4718,cellular,24,jul,709,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
4335,27,843,cellular,8,jan,187,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4336,24,656,unknown,16,may,894,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4337,39,91,cellular,3,sep,213,1,185,1,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4338,27,0,cellular,22,jul,1608,13,-1,0,yes,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4339,24,2984,unknown,27,may,935,1,-1,0,yes,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
4340,56,870,cellular,16,nov,257,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4341,33,7608,cellular,30,mar,238,4,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4342,38,5115,cellular,2,jun,318,1,95,7,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
4343,34,247,cellular,8,oct,401,2,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4344,45,154,unknown,7,may,1138,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4345,35,1731,cellular,31,jul,361,4,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4346,52,3634,cellular,8,feb,341,8,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4347,38,19,cellular,5,feb,1130,3,251,2,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4348,23,1129,unknown,28,may,806,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
4349,38,0,cellular,21,oct,576,1,183,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4350,36,12264,cellular,12,apr,158,2,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
4351,33,478,cellular,30,apr,475,2,-1,0,yes,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4352,43,2081,cellular,22,oct,554,3,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4353,41,965,cellular,22,aug,336,10,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4354,46,332,unknown,9,may,772,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
4355,60,1163,cellular,30,apr,470,8,-1,0,yes,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4356,40,1960,unknown,2,jun,605,6,-1,0,yes,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
4357,33,294,cellular,8,may,763,1,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
4358,35,188,unknown,5,jun,1865,2,-1,0,yes,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
4359,36,254,cellular,3,feb,303,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4360,28,1377,cellular,14,may,688,2,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
4361,60,523,cellular,13,aug,192,3,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4362,47,600,cellular,19,aug,290,15,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4363,35,387,cellular,8,may,1024,3,347,3,yes,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4364,53,849,cellular,6,feb,3102,3,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4365,39,1317,cellular,20,nov,543,1,170,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4366,46,273,cellular,22,aug,565,2,-1,0,yes,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4367,34,0,cellular,30,apr,300,1,86,1,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
4368,58,2538,cellular,19,nov,680,2,111,6,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4369,34,133,cellular,15,nov,401,2,187,5,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4370,33,146,cellular,22,oct,380,1,91,3,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4371,42,11115,cellular,30,apr,328,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
4372,32,486,cellular,29,jan,1181,1,-1,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4373,47,159,telephone,29,oct,220,3,155,3,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4374,35,1201,unknown,18,jun,537,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4375,77,2590,telephone,13,nov,212,3,277,12,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4376,62,800,cellular,17,feb,737,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4377,62,0,cellular,20,aug,158,1,-1,0,yes,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
4378,38,385,telephone,28,oct,154,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
4379,37,238,cellular,3,feb,185,1,92,1,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4380,38,238,cellular,4,aug,139,1,92,3,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4381,31,1812,cellular,30,apr,461,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4382,38,413,cellular,13,oct,252,2,183,3,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4383,31,152,cellular,8,jul,831,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
4384,34,1031,unknown,29,may,751,3,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4385,33,3143,cellular,29,jun,421,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4386,38,613,cellular,3,feb,239,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4387,28,168,cellular,12,jan,387,1,194,1,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
4388,67,2144,telephone,21,apr,847,2,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4389,31,1331,cellular,30,apr,297,1,86,3,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4390,49,2611,cellular,20,apr,194,2,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4391,53,925,cellular,25,aug,930,3,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
4392,31,985,cellular,17,apr,997,1,57,2,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
4393,60,367,cellular,16,aug,318,2,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4394,30,302,cellular,11,feb,528,3,-1,0,yes,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
4395,38,47,cellular,4,may,288,5,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4396,49,1946,cellular,16,jul,486,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4397,40,2266,cellular,16,oct,447,1,147,5,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4398,34,992,cellular,5,feb,71,2,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
4399,35,3544,cellular,8,jun,380,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
4400,33,76,unknown,4,jun,1141,4,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
4401,34,6013,cellular,18,may,612,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
4402,28,19,cellular,17,apr,149,1,-1,0,yes,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4403,27,232,cellular,26,oct,701,2,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
4404,22,993,cellular,28,jul,115,3,93,1,yes,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
4405,27,535,cellular,13,may,159,1,87,3,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4406,34,127,cellular,3,jun,117,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4407,62,1528,cellular,15,oct,134,2,184,1,yes,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4408,36,324,cellular,16,jul,830,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
4409,47,1639,cellular,12,jan,349,1,-1,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4410,32,0,cellular,30,apr,177,2,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4411,33,-370,cellular,7,may,261,1,345,1,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4412,27,11862,cellular,25,nov,285,2,97,7,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
4413,35,323,cellular,11,jan,261,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4414,47,3940,cellular,5,aug,226,3,97,2,yes,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4415,57,8897,cellular,12,aug,865,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4416,26,2002,cellular,29,jan,146,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
4417,46,668,unknown,15,may,1263,2,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4418,58,2946,cellular,14,may,467,1,-1,0,yes,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4419,43,4216,cellular,24,dec,150,2,195,2,yes,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4420,49,0,cellular,6,may,445,2,166,3,yes,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4421,34,23076,cellular,26,may,243,2,35,6,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
4422,28,7459,cellular,2,feb,981,5,269,2,yes,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
4423,33,5,cellular,17,apr,1007,2,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4424,25,4147,cellular,14,aug,211,3,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4425,26,0,telephone,1,jul,261,4,-1,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
4426,32,131,cellular,22,jun,522,1,183,2,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
4427,29,231,cellular,14,may,1075,1,14,1,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4428,30,720,cellular,15,jan,1265,4,210,4,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4429,23,598,cellular,11,nov,406,1,195,1,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4430,41,1819,cellular,22,sep,397,1,371,3,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4431,66,587,cellular,12,may,457,2,392,2,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4432,62,1495,cellular,13,oct,896,1,57,2,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4433,28,442,cellular,19,jun,474,3,95,3,yes,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4434,33,271,cellular,13,nov,182,2,91,2,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
4435,77,29340,cellular,15,mar,257,1,91,2,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4436,54,1014,cellular,30,apr,240,1,162,2,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4437,50,2366,cellular,28,jan,816,2,149,1,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4438,31,26965,cellular,21,apr,654,2,-1,0,yes,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4439,45,1411,cellular,7,sep,800,2,102,3,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4440,30,617,cellular,27,feb,192,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4441,40,4736,cellular,11,feb,285,2,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
4442,67,2540,telephone,14,sep,279,3,92,9,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4443,39,403,cellular,7,may,1262,3,-1,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
4444,20,423,cellular,16,apr,498,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
4445,31,131,cellular,18,feb,332,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4446,31,4041,cellular,30,apr,1034,2,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4447,33,273,unknown,16,may,803,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
4448,45,101,unknown,12,may,460,5,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4449,45,0,telephone,15,jul,533,3,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4450,31,2544,cellular,15,jul,252,1,184,3,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
4451,33,1699,cellular,6,nov,178,2,94,1,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
4452,41,2689,cellular,15,apr,135,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4453,31,3160,cellular,26,apr,688,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
4454,50,388,cellular,11,mar,203,2,-1,0,yes,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4455,56,393,cellular,26,jul,183,1,221,2,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4456,28,69,cellular,30,jan,532,2,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4457,35,2658,cellular,19,aug,768,2,141,3,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
4458,30,-366,cellular,18,jul,516,1,-1,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
4459,64,466,cellular,18,oct,526,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4460,32,64,cellular,30,jun,598,4,105,5,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
